onset	duration	trial_type
0.551	0.5	congruent
3.209	0.5	incongruent
5.817	0.5	neutral
8.275	0.5	congruent
10.615	0.5	congruent
15.864	0.5	neutral
20.929	0.5	congruent
23.236	0.5	neutral
28.034	0.5	incongruent
30.725	0.5	neutral
33.483	0.5	congruent
35.74	0.5	congruent
38.097	0.5	congruent
42.995	0.0	error
47.993	0.5	incongruent
52.941	0.5	neutral
55.583	0.5	incongruent
58.174	0.5	congruent
65.897	0.5	incongruent
68.304	0.5	neutral
73.352	0.5	incongruent
75.693	0.5	congruent
78.451	0.5	incongruent
83.349	0.0	error
88.163	0.5	neutral
90.771	0.5	neutral
93.362	0.5	incongruent
96.054	0.5	neutral
98.344	0.5	neutral
101.002	0.5	neutral
103.743	0.5	congruent
106.234	0.0	error
108.775	0.5	incongruent
111.232	0.0	error
113.874	0.5	congruent
116.231	0.5	congruent
121.145	0.0	error
126.093	0.5	neutral
128.802	0.5	congruent
133.566	0.0	error
138.631	0.0	error
143.529	0.0	error
148.343	0.0	error
150.634	0.0	error
155.732	0.0	error
158.273	0.5	neutral
163.422	0.5	incongruent
165.979	0.5	incongruent
171.178	0.5	incongruent
175.943	0.5	incongruent
183.448	0.0	error
186.156	0.5	neutral
188.915	0.5	congruent
191.522	0.5	incongruent
193.879	0.5	congruent
196.22	0.5	incongruent
198.878	0.5	incongruent
201.619	0.5	congruent
204.06	0.5	congruent
208.975	0.5	neutral
211.432	0.5	neutral
213.739	0.5	neutral
216.38	0.5	incongruent
218.871	0.5	incongruent
221.462	0.5	neutral
226.527	0.5	congruent
228.884	0.5	congruent
231.174	0.5	congruent
233.882	0.5	incongruent
236.29	0.5	congruent
243.645	0.5	congruent
248.894	0.5	neutral
251.502	0.5	neutral
258.907	0.5	neutral
261.164	0.5	incongruent
263.705	0.5	incongruent
266.463	0.5	congruent
268.904	0.5	congruent
271.562	0.5	congruent
274.019	0.5	incongruent
276.71	0.5	neutral
279.368	0.5	incongruent
281.809	0.0	error
284.266	0.5	incongruent
286.807	0.5	congruent
289.148	0.0	error
291.638	0.0	error
294.046	0.5	congruent
298.86	0.5	neutral
304.109	0.0	error
306.667	0.0	error
311.765	0.0	error
321.645	0.5	incongruent
324.286	0.5	congruent
326.977	0.5	neutral
329.585	0.5	incongruent
332.343	0.5	neutral
334.734	0.5	incongruent
337.442	0.0	error
339.699	0.0	error
341.989	0.0	error
344.731	0.5	congruent
349.495	0.5	incongruent
351.902	0.0	error
354.493	0.0	error
357.201	0.0	error
359.959	0.0	error
362.5	0.0	error
365.108	0.0	error
367.549	0.0	error
370.207	0.0	error
372.664	0.5	incongruent
375.222	0.0	error
380.036	0.0	error
384.834	0.0	error
387.325	0.0	error
389.665	0.0	error
392.356	0.5	congruent
394.997	0.0	error
397.355	0.0	error
